"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0038020",0.047327639341324,0.996473033183516,3,4,"insulin receptor recycling","BP"
"GO:1902998",0.0474405092332899,1,2,2,"positive regulation of neurofibrillary tangle assembly","BP"
"GO:1902176",0.0474775305015426,0.986114983888579,7,15,"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:0048468",0.0478625254059813,0.984372891929938,8,18,"cell development","BP"
"GO:0048593",0.047944801011482,0.983238136371559,9,20,"camera-type eye morphogenesis","BP"
"GO:0006906",0.0480991410336374,0.980644900495806,11,27,"vesicle fusion","BP"
"GO:0090119",0.0481203427323855,0.993521872232265,4,6,"vesicle-mediated cholesterol transport","BP"
"GO:0018117",0.0482343506502301,1,2,2,"protein adenylylation","BP"
"GO:0097116",0.0483854825428185,0.996358845945107,3,4,"gephyrin clustering involved in postsynaptic density assembly","BP"
"GO:0010606",0.0484592709027293,0.993459665841953,4,6,"positive regulation of cytoplasmic mRNA processing body assembly","BP"
"GO:0001788",0.0484839682550453,0.996348153873026,3,4,"antibody-dependent cellular cytotoxicity","BP"
"GO:0030887",0.0485432225807282,1,2,2,"positive regulation of myeloid dendritic cell activation","BP"
"GO:1990748",0.0485916471194974,0.987661681673105,6,12,"cellular detoxification","BP"
"GO:0031338",0.0487101311298105,1,2,2,"regulation of vesicle fusion","BP"
"GO:0032741",0.0487324478633386,0.990064263664436,5,9,"positive regulation of interleukin-18 production","BP"
"GO:0060334",0.0487725824310421,1,2,2,"regulation of type II interferon-mediated signaling pathway","BP"
"GO:0032436",0.0489623602886881,0.971796111860058,25,74,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"GO:0000289",0.0490698262731858,0.982762135396156,9,20,"nuclear-transcribed mRNA poly(A) tail shortening","BP"
"GO:1904691",0.0491047145621328,1,2,2,"negative regulation of type B pancreatic cell proliferation","BP"
"GO:0050672",0.0491091251336444,0.996280041946585,3,4,"negative regulation of lymphocyte proliferation","BP"
"GO:0060426",0.0494038054045352,0.989885173335611,5,9,"lung vasculature development","BP"
"GO:0042110",0.0494585239090766,0.973120085834988,21,60,"T cell activation","BP"
"GO:0034162",0.0495849262568176,0.989836717290772,5,9,"toll-like receptor 9 signaling pathway","BP"
"GO:0062099",0.0496696790608736,1,2,2,"negative regulation of programmed necrotic cell death","BP"
"GO:2000516",0.0498943862157666,0.996193896257512,3,4,"positive regulation of CD4-positive, alpha-beta T cell activation","BP"
"GO:1902237",0.0500730436457232,0.989705833184268,5,9,"positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP"
"GO:2000036",0.0501901739504146,0.987144351271274,6,12,"regulation of stem cell population maintenance","BP"
"GO:0002315",0.0503233356127955,0.989638552811759,5,9,"marginal zone B cell differentiation","BP"
"GO:0007498",0.0503434325717155,0.979573113131644,11,27,"mesoderm development","BP"
"GO:0050766",0.0503664024621484,0.975081968722994,16,46,"positive regulation of phagocytosis","BP"
"GO:0035456",0.0505340960932626,0.988861663688262,5,10,"response to interferon-beta","BP"
"GO:0050852",0.0509164656966674,0.967662870931111,35,107,"T cell receptor signaling pathway","BP"
"GO:2000003",0.0509609577521238,0.996075843870269,3,4,"positive regulation of DNA damage checkpoint","BP"
"GO:0045662",0.0510167045243441,0.980154634182161,10,25,"negative regulation of myoblast differentiation","BP"
"GO:0021537",0.0512599104766921,0.984727679626154,7,15,"telencephalon development","BP"
"GO:0003006",0.0512954476495413,0.996038574301386,3,4,"developmental process involved in reproduction","BP"
"GO:0072429",0.0513407208913296,0.996033520834498,3,4,"response to intra-S DNA damage checkpoint signaling","BP"
"GO:0060425",0.0513490796103151,0.984694632871058,7,15,"lung morphogenesis","BP"
"GO:2000636",0.0514670863937436,1,2,2,"positive regulation of primary miRNA processing","BP"
"GO:0003165",0.0516942824366903,1,2,2,"Purkinje myocyte development","BP"
"GO:0007096",0.0518371480395858,0.986606196697758,6,12,"regulation of exit from mitosis","BP"
"GO:0045723",0.0518668512180716,0.986596443692735,6,12,"positive regulation of fatty acid biosynthetic process","BP"
"GO:0051936",0.051870409231111,0.995974236670585,3,4,"gamma-aminobutyric acid reuptake","BP"
"GO:0060011",0.0520037871811283,0.995959262387782,3,4,"Sertoli cell proliferation","BP"
"GO:0070164",0.0520072724752612,0.995958870846252,3,4,"negative regulation of adiponectin secretion","BP"
"GO:1902870",0.0522144096214443,1,2,2,"negative regulation of amacrine cell differentiation","BP"
"GO:0099044",0.0522351182830182,1,2,2,"vesicle tethering to endoplasmic reticulum","BP"
"GO:0032727",0.0523561010726352,0.979753898243381,10,24,"positive regulation of interferon-alpha production","BP"
"GO:0032695",0.0527859742468094,0.982385471351446,8,18,"negative regulation of interleukin-12 production","BP"
"GO:0002718",0.0530598555126882,0.995840043605909,3,4,"regulation of cytokine production involved in immune response","BP"
"GO:0060534",0.0532778972123319,0.995815284754414,3,4,"trachea cartilage development","BP"
"GO:0038112",0.053284170709762,1,2,2,"interleukin-8-mediated signaling pathway","BP"
"GO:0010817",0.0533711917145538,0.995804676031665,3,4,"regulation of hormone levels","BP"
"GO:0031076",0.0534484534777285,0.986074728478875,6,12,"embryonic camera-type eye development","BP"
"GO:0043311",0.0535252511968817,1,2,2,"positive regulation of eosinophil degranulation","BP"
"GO:0030206",0.053591863776342,0.982055640104786,8,18,"chondroitin sulfate biosynthetic process","BP"
"GO:1904263",0.0536342502352184,0.97209693930632,18,51,"positive regulation of TORC1 signaling","BP"
"GO:0071492",0.0536360606383604,0.987962774568945,5,10,"cellular response to UV-A","BP"
"GO:0051138",0.0537293351244176,0.995763867167145,3,4,"positive regulation of NK T cell differentiation","BP"
"GO:1901382",0.0537472761135351,1,2,2,"regulation of chorionic trophoblast cell proliferation","BP"
"GO:0001578",0.0538500866826498,0.977016164428368,12,29,"microtubule bundle formation","BP"
"GO:0070317",0.0539606213684131,0.995737442740257,3,4,"negative regulation of G0 to G1 transition","BP"
"GO:1902262",0.0540185028953449,0.99573082115402,3,4,"apoptotic process involved in blood vessel morphogenesis","BP"
"GO:0051168",0.0540874687015325,0.985862614563932,6,12,"nuclear export","BP"
"GO:0016561",0.0540892599309447,0.99572272193444,3,4,"protein import into peroxisome matrix, translocation","BP"
"GO:0030162",0.0542730338849582,0.985800876526765,6,12,"regulation of proteolysis","BP"
"GO:1905672",0.0544061234043612,0.995686388880853,3,4,"negative regulation of lysosome organization","BP"
"GO:0003190",0.0548832200111428,0.995631488170271,3,4,"atrioventricular valve formation","BP"
"GO:0042130",0.0549609867569069,0.972664887712521,16,44,"negative regulation of T cell proliferation","BP"
"GO:0051152",0.0550968366415168,0.98833412100385,5,9,"positive regulation of smooth muscle cell differentiation","BP"
"GO:1900045",0.055111993990377,0.995605079802721,3,4,"negative regulation of protein K63-linked ubiquitination","BP"
"GO:0098773",0.0552128378200249,0.99559342195635,3,4,"skin epidermis development","BP"
"GO:0038124",0.0552648439997186,0.995587405823355,3,4,"toll-like receptor TLR6:TLR2 signaling pathway","BP"
"GO:0031346",0.0554018792671157,0.995571540194028,3,4,"positive regulation of cell projection organization","BP"
"GO:2000556",0.0555013361332298,0.990722084100684,4,7,"positive regulation of T-helper 1 cell cytokine production","BP"
"GO:0008631",0.0556827727438199,0.981194117067367,8,18,"intrinsic apoptotic signaling pathway in response to oxidative stress","BP"
"GO:2000522",0.0557454592375925,1,2,2,"positive regulation of immunological synapse formation","BP"
"GO:0001819",0.0557804081689369,0.970099737743491,19,56,"positive regulation of cytokine production","BP"
"GO:0071506",0.0557955593848498,1,2,2,"cellular response to mycophenolic acid","BP"
"GO:0032980",0.0559024978800007,1,2,2,"keratinocyte activation","BP"
"GO:0070661",0.0560611901371209,1,2,2,"leukocyte proliferation","BP"
"GO:0072672",0.056155402251935,0.995483956822322,3,4,"neutrophil extravasation","BP"
"GO:0045048",0.0561589931750388,0.987218738460995,5,10,"protein insertion into ER membrane","BP"
"GO:0042495",0.056273398161882,1,2,2,"detection of triacyl bacterial lipopeptide","BP"
"GO:1902004",0.0562741226836746,0.979332682423143,9,21,"positive regulation of amyloid-beta formation","BP"
"GO:0051028",0.0564085638997849,0.968836811206198,21,60,"mRNA transport","BP"
"GO:0042116",0.0564324338716185,0.982785541414487,7,15,"macrophage activation","BP"
"GO:0005978",0.0567180858898325,0.980764495927692,8,18,"glycogen biosynthetic process","BP"
"GO:1903170",0.0567414357493194,1,2,2,"negative regulation of calcium ion transmembrane transport","BP"
"GO:2000182",0.0568495984464018,1,2,2,"regulation of progesterone biosynthetic process","BP"
"GO:0003151",0.0570441858227845,0.970794051378405,17,47,"outflow tract morphogenesis","BP"
"GO:2001280",0.0575192412705869,1,2,2,"positive regulation of unsaturated fatty acid biosynthetic process","BP"
"GO:1905669",0.0575565870647998,1,2,2,"TORC1 complex assembly","BP"
"GO:0050856",0.0576132060622998,0.995312877536526,3,4,"regulation of T cell receptor signaling pathway","BP"
"GO:0000915",0.0576952613194158,0.995303184183712,3,4,"actomyosin contractile ring assembly","BP"
"GO:0032713",0.0577699159029608,0.990202951173026,4,7,"negative regulation of interleukin-4 production","BP"
"GO:0030595",0.0578327904960369,0.984018278388356,6,13,"leukocyte chemotaxis","BP"
"GO:2000973",0.0579225492640085,0.995276298806506,3,4,"regulation of pro-B cell differentiation","BP"
"GO:0097411",0.0579335072618136,0.99527500129629,3,4,"hypoxia-inducible factor-1alpha signaling pathway","BP"
"GO:0045604",0.0579844601969927,0.995268966495459,3,4,"regulation of epidermal cell differentiation","BP"
"GO:0046605",0.0580380214350744,0.987510749425824,5,9,"regulation of centrosome cycle","BP"
"GO:0006921",0.0582293486263253,1,2,2,"cellular component disassembly involved in execution phase of apoptosis","BP"
"GO:0008612",0.058229480412399,1,2,2,"peptidyl-lysine modification to peptidyl-hypusine","BP"
"GO:0010992",0.0583017954521862,0.995231322991287,3,4,"ubiquitin recycling","BP"
"GO:0035054",0.0583633190525273,1,2,2,"embryonic heart tube anterior/posterior pattern specification","BP"
"GO:0042976",0.0585477120074946,0.995202081931286,3,4,"activation of Janus kinase activity","BP"
"GO:0030512",0.0586405316123425,0.963643350188874,30,92,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:1903912",0.0586851526461184,1,2,2,"negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation","BP"
"GO:1905782",0.0587189922351022,1,2,2,"positive regulation of phosphatidylserine exposure on apoptotic cell surface","BP"
"GO:0090336",0.0587979417073867,0.981880720191907,7,15,"positive regulation of brown fat cell differentiation","BP"
"GO:0000103",0.0588958057503741,1,2,2,"sulfate assimilation","BP"
"GO:0050428",0.0588958057503741,1,2,2,"3'-phosphoadenosine 5'-phosphosulfate biosynthetic process","BP"
"GO:0060716",0.0589360321580477,0.979476940024004,8,19,"labyrinthine layer blood vessel development","BP"
"GO:0034498",0.0590045276036861,0.9842055166836,6,12,"early endosome to Golgi transport","BP"
"GO:1904556",0.0590227584323997,1,2,2,"L-tryptophan transmembrane transport","BP"
"GO:0018279",0.0592050679749657,0.977723163297182,9,22,"protein N-linked glycosylation via asparagine","BP"
"GO:1990823",0.0593135395616389,1,2,2,"response to leukemia inhibitory factor","BP"
"GO:0030029",0.0593834734532692,1,2,2,"actin filament-based process","BP"
"GO:0070372",0.0594808853750556,0.975111048188798,11,27,"regulation of ERK1 and ERK2 cascade","BP"
"GO:0043373",0.0595378320992601,1,2,2,"CD4-positive, alpha-beta T cell lineage commitment","BP"
"GO:0016051",0.0598026604158011,0.986124267535839,5,10,"carbohydrate biosynthetic process","BP"
"GO:0001923",0.0600021466675742,1,2,2,"B-1 B cell differentiation","BP"
"GO:0031077",0.0604473320376945,0.994974169109499,3,4,"post-embryonic camera-type eye development","BP"
"GO:0097264",0.0607394172429077,0.983610540423673,6,12,"self proteolysis","BP"
"GO:0070269",0.0607828948640831,0.972898547321092,12,32,"pyroptotic inflammatory response","BP"
"GO:1904027",0.0608019589335927,1,2,2,"negative regulation of collagen fibril organization","BP"
"GO:1990173",0.0609483720950872,1,2,2,"protein localization to nucleoplasm","BP"
"GO:1904028",0.0609817384839113,0.99490940555868,3,4,"positive regulation of collagen fibril organization","BP"
"GO:0001865",0.0611006586016226,0.994894955456141,3,4,"NK T cell differentiation","BP"
"GO:0086036",0.0612046792578886,0.989401596166232,4,7,"regulation of cardiac muscle cell membrane potential","BP"
"GO:0010512",0.0616074274453824,1,2,2,"negative regulation of phosphatidylinositol biosynthetic process","BP"
"GO:0006354",0.0617085246608019,1,2,2,"DNA-templated transcription elongation","BP"
"GO:0003029",0.0619973859865881,1,2,2,"detection of hypoxic conditions in blood by carotid body chemoreceptor signaling","BP"
"GO:0038095",0.0620273490907265,0.97674631508106,9,21,"Fc-epsilon receptor signaling pathway","BP"
"GO:0035349",0.0620504774474908,1,2,2,"coenzyme A transmembrane transport","BP"
"GO:0080121",0.0620504774474908,1,2,2,"AMP transport","BP"
"GO:0032596",0.0621352590526617,1,2,2,"protein transport into membrane raft","BP"
"GO:0070671",0.0622212681625013,1,2,2,"response to interleukin-12","BP"
"GO:1902202",0.0622233654460037,1,2,2,"regulation of hepatocyte growth factor receptor signaling pathway","BP"
"GO:0033003",0.0622522893196299,1,2,2,"regulation of mast cell activation","BP"
"GO:0140207",0.0622690850400609,1,2,2,"tripeptide import across plasma membrane","BP"
"GO:0022007",0.0622744464417096,1,2,2,"convergent extension involved in neural plate elongation","BP"
"GO:0021814",0.062284674061104,1,2,2,"cell motility involved in cerebral cortex radial glia guided migration","BP"
"GO:0036294",0.0623644803982337,0.9947405257031,3,4,"cellular response to decreased oxygen levels","BP"
"GO:0033364",0.0624666353535668,1,2,2,"mast cell secretory granule organization","BP"
"GO:0043375",0.0626553010968476,1,2,2,"CD8-positive, alpha-beta T cell lineage commitment","BP"
"GO:1904845",0.0627363086416432,1,2,2,"cellular response to L-glutamine","BP"
"GO:0043484",0.0627763318162707,0.962866890678622,25,73,"regulation of RNA splicing","BP"
"GO:0000425",0.0629527477670986,0.982843882405758,6,12,"pexophagy","BP"
"GO:0003179",0.0629886717588232,0.988978211834039,4,7,"heart valve morphogenesis","BP"
"GO:0140972",0.0629942429918553,1,2,2,"negative regulation of AIM2 inflammasome complex assembly","BP"
"GO:0042496",0.0631298988635971,1,2,2,"detection of diacyl bacterial lipopeptide","BP"
"GO:0033153",0.0631530427044732,0.994643374361075,3,4,"T cell receptor V(D)J recombination","BP"
"GO:0034123",0.0631605830845083,1,2,2,"positive regulation of toll-like receptor signaling pathway","BP"
"GO:0042313",0.0632495958939947,1,2,2,"protein kinase C deactivation","BP"
"GO:0036179",0.0632861549689225,1,2,2,"osteoclast maturation","BP"
"GO:0006749",0.0635089215333685,0.971126861747645,12,34,"glutathione metabolic process","BP"
